area;codice_NUTS1;codice_NUTS2;codice_regione_ISTAT;denominazione_struttura;lat;lng;nome_area;tipologia
LAZ;ITI;ITI4;12;POLIAMBULATORIO 'S. MARIA DELLA PIETA`';41.940283;12.4185808;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO ANAGNI;41.74150909999999;13.1628256;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO ASL SEDE;41.8448616;12.4614773;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO CAMPAGNANO VIA ADRIANO I;42.1391912;12.3821175;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO DI APRILIA;41.5793732;12.6631501;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO DI VENTOTENE;40.796764;13.432506;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO EXTRAOSP./ CASA DELLA SALUTE ATINA;41.619051;13.8009218;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO OSP. GAETA;41.221507;13.5667608;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO POGGIO MIRTETO;42.2712317;12.687077;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLIAMBULATORIO PONZA;40.9093399;12.9564695;Lazio;Territoriale
LAZ;ITI;ITI4;12;POLICL. UNIV. CAMPUS BIO MEDICO;41.7681987;12.4701482;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLICLINICO CASILINO;41.8687872;12.5900779;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLICLINICO LUIGI DI LIEGRO;41.8538828;12.4236726;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLICLINICO U. I;41.9070284;12.5105413;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLICLINICO UNIVERSITARIO A. GEMELLI;41.932395;12.4291964;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLO OSPEDALIERO;41.7273236;13.0045308;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLO OSPEDALIERO SANTO SPIRITO;41.9008379;12.4626907;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;POLO OSPEDALIERO UNICO INTEGRATO;41.7273236;13.0045308;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;PRESIDIO INTEGRATO S. CATERINA DELLA ROSA;41.8913682;12.5405616;Lazio;Territoriale
LAZ;ITI;ITI4;12;PRESIDIO SAN FILIPPO NERI;41.9477346;12.4137604;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;PRESIDIO TERRITORIALE DI PALOMBARA CON CONSULTORIO E CENTRO DCA;42.0689315;12.7623329;Lazio;Territoriale
LAZ;ITI;ITI4;12;PUNTO DI SOMMINISTRAZIONE VACCINALE PRESSO NUVOLA EUR;41.8308976;12.4720787;Lazio;Territoriale
LAZ;ITI;ITI4;12;PUNTO VACCINI ANTI COVID-19 FIUMICINO;41.7735409;12.2397117;Lazio;Territoriale
LAZ;ITI;ITI4;12;RIETI;42.404509;12.8567281;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;RIFI SRL;41.7585359;12.2492038;Lazio;Territoriale
LAZ;ITI;ITI4;12;ROMA 1;;;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;ROMA 2;41.70955499999999;12.5669398;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;ROMA 3;36.2133301;-83.28960529999999;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;ROMA 4;;;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;ROMA 5;;;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;ROMA 6;41.7266398;12.6606928;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;SAN GIOVANNI DI DIO FONDI;41.361429;13.4151467;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;VILLA BUON RESPIRO;42.3906274;12.1056247;Lazio;Territoriale
LAZ;ITI;ITI4;12;VILLA DEI PINI ASA SRL;41.46389540000001;12.6159673;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;VILLA DELLE QUERCE-POLIGEST;41.71326860000001;12.7160086;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;VILLA IMMACOLATA;42.3796514;12.1246285;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;VILLA SANTA MARGHERITA;42.5428179;12.029278;Lazio;Territoriale
LAZ;ITI;ITI4;12;VILLA TIBERIA HOSPITAL;41.945718;12.557714;Lazio;Ospedaliero
LAZ;ITI;ITI4;12;VITERBO;42.4206766;12.107669;Lazio;Ospedaliero
LIG;ITC;ITC3;7;ALBATROS SRL  C. GIOVANNA D'A;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;AMB. MEDICINA DEL VIAGGIATORE;44.4115755;8.883517399999999;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORI OSPEDALE GALLINO PONTEDECIMO;44.4995245;8.8998373;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORI OSPEDALE LA COLLETTA;44.4003127;8.6635513;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORI OSPEDALE P.A. MICONE SESTRI P.;44.43066169999999;8.8516518;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORI OSPEDALE VILLA SCASSI;44.4126525;8.8973092;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO DI VARESE LIGURE;44.3773361;9.5927222;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO IRCCS AOU S.MARTINO - IST;44.4079103;8.9696536;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO MONTEBRUNO;44.5465684;9.3050409;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO OSP. EVANGELICO PRESSO SAN CARLO;44.4300931;8.745486999999999;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO OSPEDALIERO BO;44.1426951;8.270956;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO OSPEDALIERO IM;44.1426951;8.270956;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO OSPEDALIERO SR;44.1426951;8.270956;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO PRESSO POLIZIA DI STATO;44.16968199999999;8.3433654;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINALE - CARCERE PONTEDECIMO;44.4993633;8.8974525;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINALE - CASERMA POLIZIA BOLZANETO;44.4740713;8.9129243;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINALE - LILT (LEGA ITALIANA LOTTA CONTRO I TUMORI);44.40741;8.937915;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINALE - PIEVE LIGURE ALTA;44.3758285;9.0827137;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINALE COVID LA SPEZIA;44.1024504;9.8240826;Liguria;Territoriale
LIG;ITC;ITC3;7;AMBULATORIO VACCINAZIONI PRESSO VILLA SERENA;44.3977535;8.9614726;Liguria;Territoriale
LIG;ITC;ITC3;7;ANFASS CD IMPERIA;43.8875801;8.010819999999999;Liguria;Territoriale
LIG;ITC;ITC3;7;ANFASS CD SANREMO;43.822282;7.778078;Liguria;Territoriale
LIG;ITC;ITC3;7;ANFFAS - VILLA GIMELLI;44.3380654;9.2191938;Liguria;Territoriale
LIG;ITC;ITC3;7;ASL1 - DISTR.1 BORDIGHERA COVID MMG ;43.7886585;7.6218459;Liguria;Territoriale
LIG;ITC;ITC3;7;ASL1 - DISTR.2 SANREMESE COVID MMG ;43.8238749;7.8036133;Liguria;Territoriale
LIG;ITC;ITC3;7;ASL1 - DISTR.3 IMPERIESE COVID MMG ;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;AVIS COMUNALE RONCO SCRIVIA;44.6112272;8.9590341;Liguria;Territoriale
LIG;ITC;ITC3;7;BADALUCCO - CENTRO VACCINAZIONE COVID;43.9194609;7.8453976;Liguria;Territoriale
LIG;ITC;ITC3;7;BAJARDO - CENTRO VACCINAZIONE COVID;43.9025805;7.717909;Liguria;Territoriale
LIG;ITC;ITC3;7;BOGLIASCO CROCE VERDE;44.3786704;9.0678644;Liguria;Territoriale
LIG;ITC;ITC3;7;C.C. MARASSI - AMB.;44.4179134;8.9511004;Liguria;Territoriale
LIG;ITC;ITC3;7;C.D. 'SOLE D'AUTUNNO' - ALASSIO;44.0093389;8.1751082;Liguria;Territoriale
LIG;ITC;ITC3;7;C.R.C.T.  IL GABBIANO-SEGESTA;44.2723263;8.435001399999999;Liguria;Territoriale
LIG;ITC;ITC3;7;CAMOGLI CROCE ROSSA ITALIANA;44.3485318;9.1556692;Liguria;Territoriale
LIG;ITC;ITC3;7;CAMPOROSSO - CENTRO POLIVALENTE G.FALCONE;43.8087162;7.625965499999999;Liguria;Territoriale
LIG;ITC;ITC3;7;CENTRO DIURNO 'B. ACQUARONE';44.3215876;9.3347447;Liguria;Territoriale
LIG;ITC;ITC3;7;CENTRO VACCINALE;44.3138376;9.3346127;Liguria;Territoriale
LIG;ITC;ITC3;7;CENTRO VACCINALE AUDITORIUM;44.3166502;9.327825;Liguria;Territoriale
LIG;ITC;ITC3;7;CENTRO VACCINALE CORSO DANTE;44.3138376;9.3346127;Liguria;Territoriale
LIG;ITC;ITC3;7;CENTRO VACCINALE VIALE DANTE;44.3138376;9.3346127;Liguria;Territoriale
LIG;ITC;ITC3;7;CERIANA - CENTRO VACCINAZIONE COVID ;43.8843944;7.772227399999999;Liguria;Territoriale
LIG;ITC;ITC3;7;CHIAVARESE;44.2749326;9.5165976;Liguria;Ospedaliero
LIG;ITC;ITC3;7;CHIUSAVECCHIA - CENTRO VACCINAZIONE COVID;43.97116459999999;7.980335899999999;Liguria;Territoriale
LIG;ITC;ITC3;7;COMUNE ROVEGNO;44.5770776;9.2764729;Liguria;Territoriale
LIG;ITC;ITC3;7;CONSULTORIO FAMILIARE BORZONASCA;44.3842864;9.0354143;Liguria;Territoriale
LIG;ITC;ITC3;7;CONSULTORIO-D.S.S. 13-VIA MAGGIO;44.3958887;8.992961099999999;Liguria;Territoriale
LIG;ITC;ITC3;7;CROCE VERDE CASELLA;44.5339402;9.0003689;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 10 AMBULATORI (EX OSP. CELESIA);44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 11 AMBULATORI VIA ASSAROTTI;44.4130196;8.94543;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 11 AMBULATORI VIA XII OTTOBRE;44.40851989999999;8.9377626;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 12 AMBULATORI BARGAGLI;44.406584;8.9512865;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 12 AMBULATORI TORRIGLIA;44.52001;9.15951;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 12 POLIAMBULATORI VIA STRUPPA;44.447903;9.0036326;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 13 AMBULATORI (EX OSP. S. ANTONIO) RECCO;44.365786;9.1446416;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 13 AMBULATORI NERVI;44.3847882;9.0300779;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 9 POLIAMBULATORI EX MANIFATTURA TABACCHI;44.4245342;8.843814799999999;Liguria;Territoriale
LIG;ITC;ITC3;7;D.S.S. 9 POLIAMBULATORI FIUMARA;44.4115755;8.883517399999999;Liguria;Territoriale
LIG;ITC;ITC3;7;DIANO MARINA - CENTRO VACCINAZIONE COVID;43.9113055;8.0628862;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTR. 17 - PUNTO PRELIEVI BEVERINO;44.19685250000001;9.7790227;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTR. 17 - PUNTO PRELIEVI BRUGNATO;44.2362753;9.7209853;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTR. 17 - PUNTO PRELIEVI RICCO`DEL GOLFO;44.1565004;9.7629892;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTR. 18 - POLIAMB. VIA XXIV MAGGIO 141;44.1117399;9.8341168;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTR. 19 - POLIAMB. DISTRETTUALE SARZANA;44.1248846;9.9576849;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTRETTO 1 - VACCINAZIONE DOMICILIARE COVID;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTRETTO 2 - VACCINAZIONE DOMICILIARE COVID;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;DISTRETTO 3 - VACCINAZIONE DOMICILIARE COVID;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;DSS 13 - CASA DELLA SALUTE QUARTO;44.3937219;9.000276;Liguria;Territoriale
LIG;ITC;ITC3;7;DSS 8 - CASA DELLA SALUTE VOLTRI;44.4294917;8.7525506;Liguria;Territoriale
LIG;ITC;ITC3;7;E.O. OSPEDALI GALLIERA;44.3987992;8.940772599999999;Liguria;Territoriale
LIG;ITC;ITC3;7;EMERA RSA;43.8239366;7.780353300000001;Liguria;Territoriale
LIG;ITC;ITC3;7;EX FERRIERA FORMENTO ROSSIGLIONE;44.4131622;8.4146529;Liguria;Territoriale
LIG;ITC;ITC3;7;FONDAZIONE SACRA FAMIGLIA;44.1560682;8.299841599999999;Liguria;Territoriale
LIG;ITC;ITC3;7;GENOVESE;44.4056499;8.946256;Liguria;Ospedaliero
LIG;ITC;ITC3;7;GISAL CEAD CASA MARTA;44.181892;9.626678000000002;Liguria;Territoriale
LIG;ITC;ITC3;7;IL FAGGIO CARCARE;44.35308;8.29616;Liguria;Territoriale
LIG;ITC;ITC3;7;IL FAGGIO COOP SOC. ONLUS;44.3092341;8.4797727;Liguria;Territoriale
LIG;ITC;ITC3;7;IL FAGGIO ONLUS;44.3092341;8.4797727;Liguria;Territoriale
LIG;ITC;ITC3;7;IMPERIA - PALASALUTE CENTRO VACCINAZIONE COVID ;43.8802392;8.0119012;Liguria;Territoriale
LIG;ITC;ITC3;7;IMPERIESE;43.8896857;8.039517;Liguria;Ospedaliero
LIG;ITC;ITC3;7;ISAH CENTRO DI RIAB. POLIVALEN;43.89185699999999;8.0429365;Liguria;Territoriale
LIG;ITC;ITC3;7;ISOLABONA - CENTRO VACCINAZIONE COVID ;43.8792346;7.639033;Liguria;Territoriale
LIG;ITC;ITC3;7;ISTITUTO GIANNINA GASLINI;44.3919936;8.9877298;Liguria;Territoriale
LIG;ITC;ITC3;7;ISTITUTO MEDICO PED. BORGHETTO;44.11342;8.23649;Liguria;Territoriale
LIG;ITC;ITC3;7;MOLINI DI TRIORA - CENTRO VACCINAZIONE COVID;43.9865443;7.777714199999998;Liguria;Territoriale
LIG;ITC;ITC3;7;OSP. EVANGELICO INTERNAZIONALE;44.4133214;8.9429001;Liguria;Territoriale
LIG;ITC;ITC3;7;OSP.CIVILE DI SESTRI LEVANTE;44.2752759;9.4059067;Liguria;Territoriale
LIG;ITC;ITC3;7;OSP.RIUNITI LEONARDI/RIBOLI CH;44.3198971;9.3250646;Liguria;Territoriale
LIG;ITC;ITC3;7;OSPEDALE N.S. DI MONTALLEGRO;44.3596045;9.2139439;Liguria;Territoriale
LIG;ITC;ITC3;7;OSPEDALI RIUNITI LEONARDI E RIBOLI LAVAGNA;44.3148829;9.3480253;Liguria;Territoriale
LIG;ITC;ITC3;7;PERINALDO - CENTRO VACCINAZIONE COVID ;43.8659272;7.667765200000001;Liguria;Territoriale
LIG;ITC;ITC3;7;PIEVE DI TECO - CENTRO VACCINAZIONE COVID;44.04656079999999;7.914991799999998;Liguria;Territoriale
LIG;ITC;ITC3;7;PIGNA - CENTRO VACCINAZIONI COVID;43.9341168;7.6647576;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMB. ASL3 C/O SAN MARTINO;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMB. OSP. LA SPEZIA CENTRO;44.1118233;9.8320678;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMBULATORI  REZZOAGLIO;44.5256647;9.3909364;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMBULATORIO OSP. SZ;44.1426951;8.270956;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMBULATORIO OSPED. LEVANTO;44.1765632;9.6194896;Liguria;Territoriale
LIG;ITC;ITC3;7;POLIAMBULATORIO SAN SIRO;45.4760976;9.138717500000002;Liguria;Territoriale
LIG;ITC;ITC3;7;POLO SANITARIO VAL FONTANABUONA  CICAGNA;44.4055269;9.243129;Liguria;Territoriale
LIG;ITC;ITC3;7;PRESIDIO PRIMO LEVI;44.5864829;8.9379428;Liguria;Territoriale
LIG;ITC;ITC3;7;PRESIDIO RIABILITATIVO  MONS;44.12539049999999;9.8409149;Liguria;Territoriale
LIG;ITC;ITC3;7;QUARTO;44.3953461;8.993673399999999;Liguria;Territoriale
LIG;ITC;ITC3;7;RESIDENZA PROTETTA IL SESTANTE BORGHETTO S.S.;44.1173546;8.245318;Liguria;Territoriale
LIG;ITC;ITC3;7;SANT'ANNA SRL;43.8900692;8.030734;Liguria;Territoriale
LIG;ITC;ITC3;7;SAVONESE;44.2975603;8.4645;Liguria;Ospedaliero
LIG;ITC;ITC3;7;SEDE CONFCOMMERCIO;43.8896708;8.0337992;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 ALBENGA;44.0494254;8.215611299999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 ARNASCO;44.0786188;8.1065516;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 BALESTRINO;44.12459339999999;8.1727246;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 CAIRO;44.4008071;8.2732695;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 CALIZZANO;44.2426927;8.111579599999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 FINALE L.;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 MILLESIMO;44.3448619;8.2048946;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 MMG ALBENGA;44.0494254;8.215611299999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 MMG BORGHETTO SS;44.1164362;8.237704899999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 MMG SV;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 SASSELLO;44.4795088;8.490098999999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 SPOTORNO;44.2305714;8.4234964;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 SV-1;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 SV-2;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;SITO DI VACCINAZIONE COVID-19 VARAZZE;44.3594336;8.577312599999999;Liguria;Territoriale
LIG;ITC;ITC3;7;SPES CD VILLA SAN PATRIZIO;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;SPEZZINO;44.041183;9.844619;Liguria;Ospedaliero
LIG;ITC;ITC3;7;TAGGIA - NUOVA STAZIONE FERROVIARIA;43.8440939;7.8548596;Liguria;Territoriale
LIG;ITC;ITC3;7;USCIO PALESTRA COMUNALE AMBULATORI ALLESTITI SOTTO PIAZZA DELLA RESISTENZA;44.41334;9.1635899;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA BOMBRINI;44.4009;8.956249999999999;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA FERNADA (EX SANTA MARTA) - NAP;44.5038536;8.89246;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA FERNADA (EX SANTA MARTA) - NAT;42.365002;-71.058003;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA MADDALENA;43.8059392;7.739166099999998;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA PAGANI CARANI CRESS;44.3167917;8.3964938;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA SANTA CATERINA - CENTRO DIURNO 1 LIVELLO;44.45852;8.97299;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLA SANTA MARIA IN BETHLEM;44.3594336;8.577312599999999;Liguria;Territoriale
LIG;ITC;ITC3;7;VILLAGGIO DEL RAGAZZO - CENTRO B. ACQUARONE;44.3215876;9.3347447;Liguria;Territoriale
LOM;ITC;ITC4;3;ASST DEGLI SPEDALI CIVILI DI BRESCIA;45.5614101;10.233707;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DEI SETTE LAGHI;45.80782259999999;8.837683;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DEL GARDA;45.6052488;10.5223892;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DELAA BRIANZA;45.6077729;9.355663;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DELLA FRANCIACORTA;45.5388863;9.9343456;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DELLA VALCAMONICA;45.9277036;10.2471663;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DELLA VALLE OLONA;45.6213709;8.844249;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DELLA VALTELLINA E DELL'ALTO LARIO;46.1709074;9.8800794;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI BERGAMO EST;45.6795751;9.7144421;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI BERGAMO OVEST;45.5219154;9.7556442;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI CREMA;45.3533862;9.6810306;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI CREMONA;45.1300126;10.0523058;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI LECCO;45.85212;9.41512;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI LODI;45.3149935;9.5105315;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI MANTOVA;45.163879;10.789923;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI MONZA;45.6018705;9.2597899;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST DI PAVIA;45.1935065;9.1554345;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST FATEBENEFRATELLI SACCO;45.4847912;9.2190716;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST GRANDE OSPEDALE METROPOLITANO NIGUA;45.5100491;9.1865356;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST LARIANA;45.793475;9.04535;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST MELEGNANO E DELLA MARTESANA;45.35379;9.3240128;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST NORD MILANO;45.4665742;9.1718664;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST OVEST MILANESE;45.5952076;8.931986499999999;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST PAPA GIOVANNI XXIII;45.685909;9.6364563;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST RHODENSE;45.532507;9.053805;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST SANTI PAOLO E CARLO;45.43419979999999;9.159259;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ASST SPEC.ORT.TRAUMATOLOGICO G.PINI/CTO;45.4548187;9.1936922;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DELL'INSUBRIA;45.79934129999999;8.847273999999999;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DELLA BRIANZA;45.5920985;9.2535018;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DELLA CITTA' METROPOLITANA DI MILANO;45.4547793;9.1869024;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DELLA MONTAGNA;46.1681693;9.8743519;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DELLA VAL PADANA;45.1333927;10.7205104;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DI BERGAMO;45.6944724;9.6726435;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DI BRESCIA;;;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;ATS DI PAVIA;45.1935065;9.1554345;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;C.O.F. LANZO HOSPITAL - ALTA VALLE INTEL;45.9930403;9.0395017;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI;45.5647987;9.9981125;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA  DOMUS SALUTIS - BRESCIA;45.5550737;10.2356683;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA AMBROSIANA SPA-CESANO B.;45.4491372;9.0928184;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA ANCELLE DELLA CARITA'-CR;45.136523;10.0252967;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA BEATO PALAZZOLO - BERGAMO;45.6893078;9.6633795;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA CITTADELLA SOCIALE;45.0511898;8.806009699999999;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA DEL POLICLINICO - MILANO;45.4594941;9.1618336;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA FIGLIE DI S.CAMILLO-CR;45.1461704;10.012955;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA G.B. MANGIONI - LECCO;45.85007299999999;9.388306;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA IGEA - MILANO;45.46334299999999;9.219712;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA LE BETULLE-APPIANO GENTILE;45.7290329;8.9963517;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA LE TERRAZZE - CUNARDO;45.9348488;8.8069133;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA MATER DOMINI - CASTELLANZA;45.6097139;8.906864299999999;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA POLICLINICO - MONZA;45.5828334;9.2946063;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S. CAMILLO - BRESCIA;45.540587;10.2317192;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S. CAMILLO - CREMONA;45.1375663;10.0395006;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S. CLEMENTE - MANTOVA;45.1470249;10.7710487;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S. FRANCESCO - BERGAMO;45.6974941;9.6560813;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S. PIO X - MILANO;45.494766;9.1893505;Lombardia;Ospedaliero
LOM;ITC;ITC4;3;CASA DI CURA S.CAMILLO;45.4817887;9.2044724;Lombardia;Territoriale
